date,menu,qty,day_of_week,month,is_weekend,week_of_month,lag_1,lag_3,lag_7,lag_14,rolling_7,rolling_14,rolling_std_7
2024-01-15,Nasi Kuning,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Cream Brulle Ice,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Es Cendol,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Moccachino Ice,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Matcha Coffee,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Buntut Bakar,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Lemon Tea Hot,0,0,1,0,3,1.0,0.0,0.0,1.0,0.7142857142857143,0.7857142857142857,1.4960264830861913
2024-01-15,Choco Java Hot,0,0,1,0,3,2.0,0.0,1.0,3.0,0.8571428571428571,1.0,0.8997354108424372
2024-01-15,Nasi Gepuk,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Telur Dadar,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Black Lemon,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Chocolatte banana roll,0,0,1,0,3,0.0,0.0,0.0,1.0,0.14285714285714285,0.21428571428571427,0.37796447300922725
2024-01-15,Perkedel Jagung,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Nasi Oseng Mercon,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Cream Brulle Hot,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Chicken Snitzel,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Es Kopi Soko,1,0,1,0,3,21.0,3.0,3.0,9.0,7.142857142857143,6.571428571428571,10.253919111386493
2024-01-15,Req american breakfast + mineral,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Hazelnut Lattee Hot,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Black Raspberry,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Soko Fried Rice,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.35714285714285715,0.0
2024-01-15,Cappucino Ice,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Aglio olio pasta spaghetti,0,0,1,0,3,2.0,0.0,0.0,1.0,0.5714285714285714,0.5714285714285714,0.9759000729485332
2024-01-15,Carbonara pasta spaghetti,0,0,1,0,3,2.0,1.0,0.0,1.0,1.1428571428571428,0.8571428571428571,1.4638501094227998
2024-01-15,Sate Paru,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Zupa Soup,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,V60 - semiwash - fullwash,0,0,1,0,3,0.0,0.0,0.0,1.0,0.7142857142857143,0.6428571428571429,1.4960264830861911
2024-01-15,Bakmie Goreng,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Wellcome Drink Orange Cup,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Red Velvet Hot,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Taro Latte Hot,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
2024-01-15,Dark Choco Ice,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Soto Bandung,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Iced Vietnam Drip,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Nachos Primero,0,0,1,0,3,1.0,0.0,0.0,1.0,0.14285714285714285,0.2857142857142857,0.37796447300922725
2024-01-15,Thai Tea Hot,0,0,1,0,3,1.0,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.4879500364742666
2024-01-15,Nasi Goreng Kampung,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Cream Cheese Coffee,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Telur Barendo,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Black Magic Hot,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0
2024-01-15,Affogato,0,0,1,0,3,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.37796447300922725
2024-01-15,american breakfast,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Latte Flavour Ice,0,0,1,0,3,2.0,0.0,0.0,0.0,0.42857142857142855,0.2857142857142857,0.7867957924694432
2024-01-15,Hot Vanilla Latte,0,0,1,0,3,0.0,0.0,0.0,1.0,0.14285714285714285,0.2857142857142857,0.37796447300922725
2024-01-15,French Fries,0,0,1,0,3,0.0,1.0,0.0,2.0,0.8571428571428571,0.9285714285714286,1.4638501094227998
2024-01-15,Sate Usus,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Popcorn,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Chicken Lemongrass,0,0,1,0,3,1.0,1.0,0.0,0.0,1.0,0.6428571428571429,1.414213562373095
2024-01-15,Req chicken blackpepper+Teh,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Wedang Jahe,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Ayam Ungkep,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Kopi Jahe Panas,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Hot White Coffee,0,0,1,0,3,1.0,0.0,0.0,0.0,0.14285714285714285,0.5,0.37796447300922725
2024-01-15,Caramel Latte Hot,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Hazelnut Latte Ice,0,0,1,0,3,2.0,0.0,1.0,0.0,0.42857142857142855,0.5,0.7867957924694432
2024-01-15,Lemon Tea Ice,0,0,1,0,3,5.0,0.0,0.0,1.0,1.7142857142857142,1.2857142857142858,2.3603873774083293
2024-01-15,Chocoberry Pancake with Ice Cream,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Japanese - Wine - Black Honey,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Beef Zurich Mushroom,1,0,1,0,3,2.0,0.0,0.0,0.0,0.7142857142857143,0.5,1.2535663410560174
2024-01-15,Bundling Yoga,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Iga Bakar,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,V60 - wine - blackhoney,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Bajigur,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Caramel Latte Ice,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Sate Telur Puyuh,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Black Magic Ice,0,0,1,0,3,2.0,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.7559289460184545
2024-01-15,Taro Latte Ice,1,0,1,0,3,3.0,0.0,0.0,1.0,0.42857142857142855,0.5,1.1338934190276817
2024-01-15,French Fries Bolognaise,0,0,1,0,3,1.0,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.4879500364742666
2024-01-15,Mango Tango,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Tiramisu Latte Hot,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Margharita Vegan Pizza,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Beef Lemongrass,0,0,1,0,3,1.0,0.0,0.0,0.0,0.42857142857142855,0.2857142857142857,0.7867957924694432
2024-01-15,Kiwi Delight,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Crispy Chicken Dice,0,0,1,0,3,0.0,0.0,0.0,0.0,0.42857142857142855,0.5,0.7867957924694431
2024-01-15,Rice,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Chicken Cordon Bleu,0,0,1,0,3,1.0,0.0,1.0,0.0,0.2857142857142857,0.21428571428571427,0.4879500364742666
2024-01-15,Iced White Coffee,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.0
2024-01-15,Bakso Cuanki,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Tubruk,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Japanese - SemiWash - FullWash,1,0,1,0,3,2.0,0.0,0.0,0.0,0.42857142857142855,0.5,0.7867957924694431
2024-01-15,Nasi Goreng Iga Bakar,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Spring Berry,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Iced Americano,1,0,1,0,3,4.0,1.0,0.0,3.0,1.0,1.2142857142857142,1.5275252316519468
2024-01-15,FF & Sausage Bratwurst,0,0,1,0,3,1.0,0.0,0.0,3.0,0.14285714285714285,0.35714285714285715,0.37796447300922725
2024-01-15,Moccachino Hot,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Hot Americano,0,0,1,0,3,3.0,0.0,1.0,1.0,1.4285714285714286,0.8571428571428571,1.9023794624226835
2024-01-15,Soko Mix Platters,0,0,1,0,3,1.0,1.0,0.0,2.0,0.8571428571428571,0.9285714285714286,1.4638501094227998
2024-01-15,Omelet,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Cireng Lada Garam,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Ayam Bakar,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Wings Combo,0,0,1,0,3,0.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.0
2024-01-15,Donat,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Lemon Squash,0,0,1,0,3,2.0,0.0,0.0,0.0,0.5714285714285714,0.2857142857142857,0.9759000729485332
2024-01-15,Hot Cafe Latte,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Hot Vietnam Drip,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Latte Flavour Hot,0,0,1,0,3,0.0,1.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.37796447300922725
2024-01-15,Matcha Latte Ice,0,0,1,0,3,6.0,0.0,1.0,0.0,1.1428571428571428,1.0,2.193062655175134
2024-01-15,Extra Flavour,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Matcha Latte Hot,0,0,1,0,3,4.0,0.0,0.0,0.0,0.5714285714285714,0.2857142857142857,1.511857892036909
2024-01-15,Lemon Tea Cola,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Rawon,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Choco Java Ice,1,0,1,0,3,5.0,0.0,1.0,3.0,1.0,1.4285714285714286,1.8257418583505538
2024-01-15,Wings Barbeque,0,0,1,0,3,0.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.0
2024-01-15,Ayam Goreng Kremes,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Baby Purple,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Choconutt Ice,1,0,1,0,3,1.0,1.0,0.0,0.0,0.8571428571428571,0.5,1.0690449676496976
2024-01-15,Pancake with Ice Cream,0,0,1,0,3,1.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.37796447300922725
2024-01-15,Butterscoutch Latte Ice,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Hazelnut Latte Hot,0,0,1,0,3,1.0,0.0,0.0,0.0,0.14285714285714285,0.42857142857142855,0.37796447300922725
2024-01-15,Lychee Ice Tea,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Brulle Creamy Macaroni,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Japanese - Natural - Honey,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Tropical Ice Cream Scoop,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Bandrek,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Iced Moccacino,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Kalita Wave,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Soko Mint,0,0,1,0,3,0.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.0
2024-01-15,Cireng Bumbu,0,0,1,0,3,7.0,1.0,2.0,4.0,2.2857142857142856,1.7857142857142858,2.984084768360628
2024-01-15,Orange Squash,0,0,1,0,3,0.0,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.37796447300922725
2024-01-15,Tempe Tepung,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Biter Sweet,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0
2024-01-15,Naga Black Tea Ice,0,0,1,0,3,0.0,1.0,1.0,1.0,0.7142857142857143,0.42857142857142855,0.7559289460184545
2024-01-15,Extra Espresso,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Cappucino Hot,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Bolognais Pasta Spaghetti,0,0,1,0,3,0.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.0
2024-01-15,Tahu Lada Garam,0,0,1,0,3,5.0,0.0,1.0,2.0,1.4285714285714286,1.5,2.14919697074224
2024-01-15,Charcoal Latte Ice,0,0,1,0,3,1.0,0.0,3.0,2.0,0.5714285714285714,1.0714285714285714,1.1338934190276813
2024-01-15,Sate Kikil,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Dark Choco Hot,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Nasi Goreng Cabut,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Sate Jando,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Cheese Chicken Katsu,0,0,1,0,3,2.0,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.7559289460184545
2024-01-15,TUMPENG,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Mineral Water,3,0,1,0,3,2.0,1.0,1.0,3.0,2.4285714285714284,2.7142857142857144,4.720774754816659
2024-01-15,V60 natural - honey,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Elanor Rigby,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Sate Ati Ampela,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Charcoal Latte Hot,0,0,1,0,3,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.37796447300922725
2024-01-15,Sate Kulit,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Iced Cafe Latte,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Bala-Bala,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Tropical Sunrise,0,0,1,0,3,5.0,0.0,0.0,1.0,0.7142857142857143,0.7857142857142857,1.889822365046136
2024-01-15,Butterscoutch Latte Hot,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Mac & Cheese,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Sop Buntut,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Jukut goreng,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Iced Vanilla Latte,0,0,1,0,3,2.0,1.0,0.0,1.0,0.5714285714285714,0.35714285714285715,0.7867957924694432
2024-01-15,Espresso Hot,0,0,1,0,3,0.0,0.0,0.0,1.0,0.0,0.07142857142857142,0.0
2024-01-15,Aeropress - Wine - Black Honey,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Karma Coffee,2,0,1,0,3,3.0,0.0,0.0,3.0,0.8571428571428571,1.3571428571428572,1.4638501094227998
2024-01-15,Tiramisu Latte Ice,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Beef Blackpepper,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
2024-01-15,Cheese Lovers Pizza,0,0,1,0,3,0.0,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.7559289460184545
2024-01-15,wellcome drink Thai Tea Bottle,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,MINERAL PITCHER,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Mix Max Pizza,0,0,1,0,3,4.0,0.0,0.0,0.0,0.7142857142857143,0.5714285714285714,1.4960264830861913
2024-01-15,Tahu Pletok,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,French Fries Mozzarella,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Bubur Ayam,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Naga Black Tea Hot,0,0,1,0,3,1.0,0.0,4.0,2.0,1.4285714285714286,0.9285714285714286,1.8126539343499317
2024-01-15,French Press,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0
2024-01-15,Black apple,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Dreamy Berry,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Sunfield Green,1,0,1,0,3,3.0,0.0,0.0,1.0,0.8571428571428571,0.6428571428571429,1.4638501094227998
2024-01-16,Req american breakfast + mineral,0,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-16,Japanese - Natural - Honey,0,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-16,Soko Fried Rice,0,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.35714285714285715,0.0
2024-01-16,Dark Choco Hot,0,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-16,Dreamy Berry,0,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-16,Telur Barendo,0,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-16,Cappucino Hot,0,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-16,Caramel Latte Hot,0,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-16,Req chicken blackpepper+Teh,0,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-16,Biter Sweet,0,1,1,0,3,0.0,0.0,0.0,1.0,0.0,0.07142857142857142,0.0
2024-01-16,Aeropress - Wine - Black Honey,0,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-16,Black Magic Hot,0,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0
2024-01-16,Sate Usus,0,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-16,Naga Black Tea Hot,0,1,1,0,3,0.0,4.0,0.0,0.0,0.8571428571428571,0.7857142857142857,1.4638501094228
2024-01-16,Chicken Snitzel,0,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-16,Chicken Lemongrass,1,1,1,0,3,0.0,4.0,0.0,0.0,1.0,0.6428571428571429,1.414213562373095
2024-01-16,Black Lemon,0,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-16,Tempe Tepung,0,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-16,Soko Mint,0,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0
2024-01-16,Choco lava,0,1,1,0,3,0.0,0.0,0.0,0.0,0.14285714285714285,0.07142857142857142,0.37796447300922725
2024-01-16,Sop Buntut,0,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-16,Nasi Goreng Iga Bakar,0,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-16,Kol Goreng,0,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-16,V60 natural - honey,0,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-16,French Fries Mozzarella,0,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-16,Baby Purple,0,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-16,Choco Java Ice,0,1,1,0,3,1.0,1.0,0.0,7.0,1.0,1.2857142857142858,1.8257418583505538
2024-01-16,Ice Cream,0,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0
2024-01-16,Buntut Bakar,0,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-16,Premium Tea Hot,0,1,1,0,3,0.0,3.0,0.0,5.0,0.5714285714285714,0.7857142857142857,1.1338934190276817
2024-01-16,Thai Tea Ice,0,1,1,0,3,0.0,3.0,0.0,0.0,1.0,0.6428571428571429,1.1547005383792515
2024-01-16,Rawon,0,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-16,Latte Flavour Hot,0,1,1,0,3,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.37796447300922725
2024-01-16,Soto Bandung,0,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-16,Beef Lovers Pizza,1,1,1,0,3,0.0,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.7559289460184545
2024-01-16,Nachos Primero,0,1,1,0,3,0.0,0.0,0.0,0.0,0.14285714285714285,0.21428571428571427,0.37796447300922725
2024-01-16,French Fries Bolognaise,0,1,1,0,3,0.0,1.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.4879500364742666
2024-01-16,Hot Vietnam Drip,0,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-16,Butterscoutch Latte Hot,0,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-16,Hazelnut Latte Hot,1,1,1,0,3,0.0,0.0,0.0,0.0,0.14285714285714285,0.42857142857142855,0.37796447300922725
2024-01-16,Mango Tango,0,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-16,Crispy Chicken Dice,0,1,1,0,3,0.0,0.0,2.0,0.0,0.42857142857142855,0.5,0.7867957924694431
2024-01-16,Bakmie Goreng,0,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-16,Iced White Coffee,1,1,1,0,3,0.0,0.0,0.0,1.0,0.0,0.21428571428571427,0.0
2024-01-16,V60 - semiwash - fullwash,0,1,1,0,3,0.0,4.0,1.0,1.0,0.7142857142857143,0.5714285714285714,1.4960264830861911
2024-01-16,wellcome drink Thai Tea Bottle,0,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-16,Lychee Ice Tea,0,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-16,Japanese - SemiWash - FullWash,1,1,1,0,3,1.0,1.0,0.0,1.0,0.5714285714285714,0.5714285714285714,0.7867957924694431
